TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_QUAL,OBS_TYPE,IDBANK,FREQ,TITLE_FR,TITLE_EN,LAST_UPDATE,UNIT_MEASURE,UNIT_MULT,REF_AREA,DECIMALS,OBS_REV,DATE,nomflow,cleFlow,INDICATEUR,NATURE,CORRECTION,FREQ_label_fr,FREQ_label_en,INDICATEUR_label_fr,INDICATEUR_label_en,NATURE_label_fr,NATURE_label_en,REF_AREA_label_fr,REF_AREA_label_en,UNIT_MEASURE_label_fr,UNIT_MEASURE_label_en,CORRECTION_label_fr,CORRECTION_label_en,OBS_STATUS_label_fr,OBS_STATUS_label_en,OBS_REV_label_fr,OBS_REV_label_en,OBS_TYPE_label_fr,OBS_TYPE_label_en,OBS_QUAL_label_fr,OBS_QUAL_label_en,REGION
2021-Q4,6.2,A,DEF,A,1515936,T,Taux de chômage localisé par département - Saône-et-Loire,Unemployment rates localized by department - Saône-et-Loire,2025-12-19,POURCENT,0,D71,1,,2021-10-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D71.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,71 - Saône-et-Loire,71 - Saône-et-Loire,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Bourgogne-Franche-Comté
2022-Q1,6.2,A,DEF,A,1515936,T,Taux de chômage localisé par département - Saône-et-Loire,Unemployment rates localized by department - Saône-et-Loire,2025-12-19,POURCENT,0,D71,1,,2022-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D71.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,71 - Saône-et-Loire,71 - Saône-et-Loire,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Bourgogne-Franche-Comté
2022-Q2,6.4,A,DEF,A,1515936,T,Taux de chômage localisé par département - Saône-et-Loire,Unemployment rates localized by department - Saône-et-Loire,2025-12-19,POURCENT,0,D71,1,,2022-04-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D71.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,71 - Saône-et-Loire,71 - Saône-et-Loire,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Bourgogne-Franche-Comté
2022-Q3,6.3,A,DEF,A,1515936,T,Taux de chômage localisé par département - Saône-et-Loire,Unemployment rates localized by department - Saône-et-Loire,2025-12-19,POURCENT,0,D71,1,,2022-07-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D71.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,71 - Saône-et-Loire,71 - Saône-et-Loire,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Bourgogne-Franche-Comté
2022-Q4,6.3,A,DEF,A,1515936,T,Taux de chômage localisé par département - Saône-et-Loire,Unemployment rates localized by department - Saône-et-Loire,2025-12-19,POURCENT,0,D71,1,,2022-10-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D71.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,71 - Saône-et-Loire,71 - Saône-et-Loire,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Bourgogne-Franche-Comté
2023-Q1,6.3,A,DEF,A,1515936,T,Taux de chômage localisé par département - Saône-et-Loire,Unemployment rates localized by department - Saône-et-Loire,2025-12-19,POURCENT,0,D71,1,,2023-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D71.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,71 - Saône-et-Loire,71 - Saône-et-Loire,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Bourgogne-Franche-Comté
2023-Q2,6.4,A,DEF,A,1515936,T,Taux de chômage localisé par département - Saône-et-Loire,Unemployment rates localized by department - Saône-et-Loire,2025-12-19,POURCENT,0,D71,1,,2023-04-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D71.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,71 - Saône-et-Loire,71 - Saône-et-Loire,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Bourgogne-Franche-Comté
2023-Q3,6.6,A,DEF,A,1515936,T,Taux de chômage localisé par département - Saône-et-Loire,Unemployment rates localized by department - Saône-et-Loire,2025-12-19,POURCENT,0,D71,1,1.0,2023-07-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D71.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,71 - Saône-et-Loire,71 - Saône-et-Loire,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,Révision,Revised value,Valeur normale,Normal value,Valeur définitive,Final value,Bourgogne-Franche-Comté
2023-Q4,6.7,A,DEF,A,1515936,T,Taux de chômage localisé par département - Saône-et-Loire,Unemployment rates localized by department - Saône-et-Loire,2025-12-19,POURCENT,0,D71,1,,2023-10-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D71.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,71 - Saône-et-Loire,71 - Saône-et-Loire,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Bourgogne-Franche-Comté
2024-Q1,6.6,A,DEF,A,1515936,T,Taux de chômage localisé par département - Saône-et-Loire,Unemployment rates localized by department - Saône-et-Loire,2025-12-19,POURCENT,0,D71,1,,2024-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D71.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,71 - Saône-et-Loire,71 - Saône-et-Loire,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Bourgogne-Franche-Comté
2024-Q2,6.5,A,DEF,A,1515936,T,Taux de chômage localisé par département - Saône-et-Loire,Unemployment rates localized by department - Saône-et-Loire,2025-12-19,POURCENT,0,D71,1,,2024-04-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D71.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,71 - Saône-et-Loire,71 - Saône-et-Loire,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Bourgogne-Franche-Comté
2024-Q3,6.6,A,DEF,A,1515936,T,Taux de chômage localisé par département - Saône-et-Loire,Unemployment rates localized by department - Saône-et-Loire,2025-12-19,POURCENT,0,D71,1,,2024-07-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D71.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,71 - Saône-et-Loire,71 - Saône-et-Loire,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Bourgogne-Franche-Comté
2024-Q4,6.4,A,DEF,A,1515936,T,Taux de chômage localisé par département - Saône-et-Loire,Unemployment rates localized by department - Saône-et-Loire,2025-12-19,POURCENT,0,D71,1,,2024-10-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D71.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,71 - Saône-et-Loire,71 - Saône-et-Loire,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Bourgogne-Franche-Comté
2025-Q1,6.6,A,DEF,A,1515936,T,Taux de chômage localisé par département - Saône-et-Loire,Unemployment rates localized by department - Saône-et-Loire,2025-12-19,POURCENT,0,D71,1,,2025-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D71.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,71 - Saône-et-Loire,71 - Saône-et-Loire,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Bourgogne-Franche-Comté
2025-Q2,6.7,A,DEF,A,1515936,T,Taux de chômage localisé par département - Saône-et-Loire,Unemployment rates localized by department - Saône-et-Loire,2025-12-19,POURCENT,0,D71,1,,2025-04-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D71.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,71 - Saône-et-Loire,71 - Saône-et-Loire,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Bourgogne-Franche-Comté
2025-Q3,6.8,SD,SD,A,1515936,T,Taux de chômage localisé par département - Saône-et-Loire,Unemployment rates localized by department - Saône-et-Loire,2025-12-19,POURCENT,0,D71,1,,2025-07-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D71.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,71 - Saône-et-Loire,71 - Saône-et-Loire,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur semi-définitive,Semi-final value,,,Valeur normale,Normal value,Valeur semi-définitive,Semi-final value,Bourgogne-Franche-Comté
1982-Q1,7.5,A,DEF,A,1515937,T,Taux de chômage localisé par département - Sarthe,Unemployment rates localized by department - Sarthe,2025-12-19,POURCENT,0,D72,1,,1982-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D72.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,72 - Sarthe,72 - Sarthe,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Pays de la Loire
1982-Q2,7.8,A,DEF,A,1515937,T,Taux de chômage localisé par département - Sarthe,Unemployment rates localized by department - Sarthe,2025-12-19,POURCENT,0,D72,1,,1982-04-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D72.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,72 - Sarthe,72 - Sarthe,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Pays de la Loire
1982-Q3,8.1,A,DEF,A,1515937,T,Taux de chômage localisé par département - Sarthe,Unemployment rates localized by department - Sarthe,2025-12-19,POURCENT,0,D72,1,,1982-07-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D72.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,72 - Sarthe,72 - Sarthe,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Pays de la Loire
1982-Q4,8.0,A,DEF,A,1515937,T,Taux de chômage localisé par département - Sarthe,Unemployment rates localized by department - Sarthe,2025-12-19,POURCENT,0,D72,1,,1982-10-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D72.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,72 - Sarthe,72 - Sarthe,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Pays de la Loire
1983-Q1,8.0,A,DEF,A,1515937,T,Taux de chômage localisé par département - Sarthe,Unemployment rates localized by department - Sarthe,2025-12-19,POURCENT,0,D72,1,,1983-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D72.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,72 - Sarthe,72 - Sarthe,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Pays de la Loire
1983-Q2,8.3,A,DEF,A,1515937,T,Taux de chômage localisé par département - Sarthe,Unemployment rates localized by department - Sarthe,2025-12-19,POURCENT,0,D72,1,,1983-04-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D72.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,72 - Sarthe,72 - Sarthe,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Pays de la Loire
1983-Q3,8.6,A,DEF,A,1515937,T,Taux de chômage localisé par département - Sarthe,Unemployment rates localized by department - Sarthe,2025-12-19,POURCENT,0,D72,1,,1983-07-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D72.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,72 - Sarthe,72 - Sarthe,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Pays de la Loire
1983-Q4,8.9,A,DEF,A,1515937,T,Taux de chômage localisé par département - Sarthe,Unemployment rates localized by department - Sarthe,2025-12-19,POURCENT,0,D72,1,,1983-10-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D72.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,72 - Sarthe,72 - Sarthe,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Pays de la Loire
1984-Q1,9.2,A,DEF,A,1515937,T,Taux de chômage localisé par département - Sarthe,Unemployment rates localized by department - Sarthe,2025-12-19,POURCENT,0,D72,1,,1984-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D72.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,72 - Sarthe,72 - Sarthe,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Pays de la Loire
1984-Q2,9.6,A,DEF,A,1515937,T,Taux de chômage localisé par département - Sarthe,Unemployment rates localized by department - Sarthe,2025-12-19,POURCENT,0,D72,1,,1984-04-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D72.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,72 - Sarthe,72 - Sarthe,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Pays de la Loire
1984-Q3,9.7,A,DEF,A,1515937,T,Taux de chômage localisé par département - Sarthe,Unemployment rates localized by department - Sarthe,2025-12-19,POURCENT,0,D72,1,,1984-07-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D72.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,72 - Sarthe,72 - Sarthe,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Pays de la Loire
1984-Q4,9.9,A,DEF,A,1515937,T,Taux de chômage localisé par département - Sarthe,Unemployment rates localized by department - Sarthe,2025-12-19,POURCENT,0,D72,1,,1984-10-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D72.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,72 - Sarthe,72 - Sarthe,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Pays de la Loire
1985-Q1,10.3,A,DEF,A,1515937,T,Taux de chômage localisé par département - Sarthe,Unemployment rates localized by department - Sarthe,2025-12-19,POURCENT,0,D72,1,,1985-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D72.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,72 - Sarthe,72 - Sarthe,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Pays de la Loire
1985-Q2,10.2,A,DEF,A,1515937,T,Taux de chômage localisé par département - Sarthe,Unemployment rates localized by department - Sarthe,2025-12-19,POURCENT,0,D72,1,,1985-04-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D72.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,72 - Sarthe,72 - Sarthe,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Pays de la Loire
1985-Q3,10.2,A,DEF,A,1515937,T,Taux de chômage localisé par département - Sarthe,Unemployment rates localized by department - Sarthe,2025-12-19,POURCENT,0,D72,1,,1985-07-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D72.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,72 - Sarthe,72 - Sarthe,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Pays de la Loire
1985-Q4,10.2,A,DEF,A,1515937,T,Taux de chômage localisé par département - Sarthe,Unemployment rates localized by department - Sarthe,2025-12-19,POURCENT,0,D72,1,,1985-10-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D72.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,72 - Sarthe,72 - Sarthe,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Pays de la Loire
1986-Q1,10.1,A,DEF,A,1515937,T,Taux de chômage localisé par département - Sarthe,Unemployment rates localized by department - Sarthe,2025-12-19,POURCENT,0,D72,1,,1986-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D72.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,72 - Sarthe,72 - Sarthe,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Pays de la Loire
1986-Q2,10.3,A,DEF,A,1515937,T,Taux de chômage localisé par département - Sarthe,Unemployment rates localized by department - Sarthe,2025-12-19,POURCENT,0,D72,1,,1986-04-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D72.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,72 - Sarthe,72 - Sarthe,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Pays de la Loire
1986-Q3,10.5,A,DEF,A,1515937,T,Taux de chômage localisé par département - Sarthe,Unemployment rates localized by department - Sarthe,2025-12-19,POURCENT,0,D72,1,,1986-07-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D72.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,72 - Sarthe,72 - Sarthe,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Pays de la Loire
1986-Q4,10.5,A,DEF,A,1515937,T,Taux de chômage localisé par département - Sarthe,Unemployment rates localized by department - Sarthe,2025-12-19,POURCENT,0,D72,1,,1986-10-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D72.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,72 - Sarthe,72 - Sarthe,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Pays de la Loire
1987-Q1,10.5,A,DEF,A,1515937,T,Taux de chômage localisé par département - Sarthe,Unemployment rates localized by department - Sarthe,2025-12-19,POURCENT,0,D72,1,,1987-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D72.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,72 - Sarthe,72 - Sarthe,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Pays de la Loire
1987-Q2,10.4,A,DEF,A,1515937,T,Taux de chômage localisé par département - Sarthe,Unemployment rates localized by department - Sarthe,2025-12-19,POURCENT,0,D72,1,,1987-04-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D72.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,72 - Sarthe,72 - Sarthe,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Pays de la Loire
1987-Q3,10.2,A,DEF,A,1515937,T,Taux de chômage localisé par département - Sarthe,Unemployment rates localized by department - Sarthe,2025-12-19,POURCENT,0,D72,1,,1987-07-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D72.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,72 - Sarthe,72 - Sarthe,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Pays de la Loire
1987-Q4,10.0,A,DEF,A,1515937,T,Taux de chômage localisé par département - Sarthe,Unemployment rates localized by department - Sarthe,2025-12-19,POURCENT,0,D72,1,,1987-10-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D72.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,72 - Sarthe,72 - Sarthe,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Pays de la Loire
1988-Q1,9.9,A,DEF,A,1515937,T,Taux de chômage localisé par département - Sarthe,Unemployment rates localized by department - Sarthe,2025-12-19,POURCENT,0,D72,1,,1988-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D72.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,72 - Sarthe,72 - Sarthe,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Pays de la Loire
