periode,population,description,zone,id_serie,annee
2010,33.3,Estimations de population - Part des 0-24 ans - Ille-et-Vilaine,D35,1741266,2010
2011,33.3,Estimations de population - Part des 0-24 ans - Ille-et-Vilaine,D35,1741266,2011
2012,33.2,Estimations de population - Part des 0-24 ans - Ille-et-Vilaine,D35,1741266,2012
2013,33.1,Estimations de population - Part des 0-24 ans - Ille-et-Vilaine,D35,1741266,2013
2014,32.9,Estimations de population - Part des 0-24 ans - Ille-et-Vilaine,D35,1741266,2014
2015,32.9,Estimations de population - Part des 0-24 ans - Ille-et-Vilaine,D35,1741266,2015
2016,32.7,Estimations de population - Part des 0-24 ans - Ille-et-Vilaine,D35,1741266,2016
2017,32.5,Estimations de population - Part des 0-24 ans - Ille-et-Vilaine,D35,1741266,2017
2018,32.3,Estimations de population - Part des 0-24 ans - Ille-et-Vilaine,D35,1741266,2018
2019,32.1,Estimations de population - Part des 0-24 ans - Ille-et-Vilaine,D35,1741266,2019
2020,31.9,Estimations de population - Part des 0-24 ans - Ille-et-Vilaine,D35,1741266,2020
2021,31.8,Estimations de population - Part des 0-24 ans - Ille-et-Vilaine,D35,1741266,2021
2022,31.6,Estimations de population - Part des 0-24 ans - Ille-et-Vilaine,D35,1741266,2022
2023,31.3,Estimations de population - Part des 0-24 ans - Ille-et-Vilaine,D35,1741266,2023
2024,31.1,Estimations de population - Part des 0-24 ans - Ille-et-Vilaine,D35,1741266,2024
2025,30.8,Estimations de population - Part des 0-24 ans - Ille-et-Vilaine,D35,1741266,2025
1975,36.7,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,1975
1976,36.3,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,1976
1977,35.9,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,1977
1978,35.5,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,1978
1979,35.1,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,1979
1980,34.6,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,1980
1981,34.1,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,1981
1982,33.6,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,1982
1983,32.9,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,1983
1984,32.4,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,1984
1985,32.0,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,1985
1986,31.6,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,1986
1987,31.2,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,1987
1988,30.9,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,1988
1989,30.6,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,1989
1990,30.2,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,1990
1991,29.7,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,1991
1992,29.2,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,1992
1993,28.8,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,1993
1994,28.2,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,1994
1995,27.8,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,1995
1996,27.5,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,1996
1997,27.0,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,1997
1998,26.6,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,1998
1999,26.3,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,1999
2000,26.0,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,2000
2001,26.0,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,2001
2002,25.9,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,2002
2003,25.9,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,2003
2004,25.9,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,2004
2005,25.9,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,2005
2006,25.8,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,2006
2007,25.6,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,2007
2008,25.4,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,2008
2009,25.4,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,2009
2010,25.3,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,2010
2011,25.2,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,2011
2012,25.1,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,2012
2013,25.0,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,2013
2014,24.8,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,2014
2015,24.7,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,2015
2016,24.6,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,2016
2017,24.4,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,2017
2018,24.2,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,2018
2019,24.4,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,2019
2020,24.2,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,2020
2021,24.0,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,2021
2022,24.0,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,2022
2023,23.9,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,2023
2024,23.8,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,2024
2025,23.6,Estimations de population - Part des 0-24 ans - Indre,D36,1741267,2025
1975,41.8,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,1975
1976,41.4,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,1976
1977,40.9,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,1977
1978,40.4,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,1978
1979,40.0,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,1979
1980,39.5,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,1980
1981,39.0,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,1981
1982,38.6,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,1982
1983,38.6,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,1983
1984,38.3,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,1984
1985,37.9,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,1985
1986,37.5,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,1986
1987,37.1,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,1987
1988,36.7,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,1988
1989,36.2,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,1989
1990,35.7,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,1990
1991,35.4,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,1991
1992,35.0,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,1992
1993,34.6,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,1993
1994,34.1,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,1994
1995,33.6,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,1995
1996,33.2,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,1996
1997,32.8,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,1997
1998,32.4,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,1998
1999,32.1,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,1999
2000,31.9,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,2000
2001,31.8,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,2001
2002,31.7,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,2002
2003,31.6,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,2003
2004,31.4,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,2004
2005,31.2,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,2005
2006,31.5,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,2006
2007,31.3,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,2007
2008,31.1,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,2008
2009,31.0,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,2009
2010,30.8,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,2010
2011,30.6,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,2011
2012,30.4,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,2012
2013,30.3,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,2013
2014,30.2,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,2014
2015,30.1,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,2015
2016,29.8,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,2016
2017,29.6,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,2017
2018,29.5,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,2018
2019,29.5,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,2019
2020,29.3,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,2020
2021,29.1,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,2021
2022,28.9,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,2022
2023,28.7,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,2023
2024,28.5,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,2024
2025,28.2,Estimations de population - Part des 0-24 ans - Indre-et-Loire,D37,1741268,2025
1975,41.8,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,1975
1976,41.5,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,1976
1977,41.1,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,1977
1978,40.7,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,1978
1979,40.4,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,1979
1980,40.1,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,1980
1981,39.9,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,1981
1982,39.7,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,1982
1983,39.8,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,1983
1984,39.6,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,1984
1985,39.3,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,1985
1986,39.0,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,1986
1987,38.7,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,1987
1988,38.4,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,1988
1989,38.0,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,1989
1990,37.5,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,1990
1991,37.2,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,1991
1992,36.8,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,1992
1993,36.5,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,1993
1994,36.1,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,1994
1995,35.6,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,1995
1996,35.2,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,1996
1997,34.8,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,1997
1998,34.5,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,1998
1999,34.2,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,1999
2000,34.0,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,2000
2001,33.9,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,2001
2002,33.9,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,2002
2003,33.8,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,2003
2004,33.6,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,2004
2005,33.5,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,2005
2006,33.4,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,2006
2007,33.2,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,2007
2008,33.0,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,2008
2009,33.0,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,2009
2010,32.8,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,2010
2011,32.6,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,2011
2012,32.5,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,2012
2013,32.5,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,2013
2014,32.2,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,2014
2015,32.1,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,2015
2016,31.9,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,2016
2017,31.7,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,2017
2018,31.6,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,2018
2019,31.5,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,2019
2020,31.3,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,2020
2021,31.1,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,2021
2022,30.8,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,2022
2023,30.6,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,2023
2024,30.3,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,2024
2025,30.0,Estimations de population - Part des 0-24 ans - Isère,D38,1741269,2025
1975,40.0,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,1975
1976,39.7,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,1976
1977,39.4,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,1977
1978,39.0,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,1978
1979,38.6,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,1979
1980,38.3,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,1980
1981,38.0,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,1981
1982,37.6,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,1982
1983,37.1,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,1983
1984,36.7,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,1984
1985,36.4,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,1985
1986,36.1,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,1986
1987,35.8,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,1987
1988,35.4,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,1988
1989,35.1,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,1989
1990,34.7,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,1990
1991,34.2,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,1991
1992,33.7,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,1992
1993,33.3,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,1993
1994,32.8,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,1994
1995,32.2,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,1995
1996,31.8,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,1996
1997,31.3,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,1997
1998,30.9,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,1998
1999,30.5,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,1999
2000,30.3,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,2000
2001,30.1,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,2001
2002,30.1,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,2002
2003,30.1,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,2003
2004,30.0,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,2004
2005,30.0,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,2005
2006,29.7,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,2006
2007,29.5,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,2007
2008,29.3,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,2008
2009,29.3,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,2009
2010,29.1,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,2010
2011,28.9,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,2011
2012,28.7,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,2012
2013,28.5,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,2013
2014,28.3,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,2014
2015,28.0,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,2015
2016,27.6,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,2016
2017,27.4,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,2017
2018,27.1,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,2018
2019,27.3,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,2019
2020,27.1,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,2020
2021,26.9,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,2021
2022,26.7,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,2022
2023,26.5,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,2023
2024,26.3,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,2024
2025,26.0,Estimations de population - Part des 0-24 ans - Jura,D39,1741270,2025
1975,36.7,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,1975
1976,36.3,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,1976
1977,36.0,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,1977
1978,35.6,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,1978
1979,35.2,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,1979
1980,34.8,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,1980
1981,34.4,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,1981
1982,34.0,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,1982
1983,33.1,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,1983
1984,32.7,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,1984
1985,32.4,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,1985
1986,32.0,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,1986
1987,31.7,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,1987
1988,31.4,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,1988
1989,31.0,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,1989
1990,30.7,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,1990
1991,30.1,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,1991
1992,29.6,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,1992
1993,29.1,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,1993
1994,28.7,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,1994
1995,28.3,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,1995
1996,28.0,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,1996
1997,27.6,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,1997
1998,27.2,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,1998
1999,26.9,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,1999
2000,26.6,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,2000
2001,26.6,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,2001
2002,26.6,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,2002
2003,26.7,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,2003
2004,26.8,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,2004
2005,26.9,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,2005
2006,26.4,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,2006
2007,26.4,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,2007
2008,26.5,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,2008
2009,26.5,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,2009
2010,26.5,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,2010
2011,26.4,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,2011
2012,26.3,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,2012
2013,26.2,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,2013
2014,25.9,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,2014
2015,25.7,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,2015
2016,25.3,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,2016
2017,25.2,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,2017
2018,25.0,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,2018
2019,25.1,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,2019
2020,24.9,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,2020
2021,24.6,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,2021
2022,24.3,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,2022
2023,24.3,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,2023
2024,24.1,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,2024
2025,23.9,Estimations de population - Part des 0-24 ans - Landes,D40,1741271,2025
1975,39.3,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,1975
1976,38.8,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,1976
1977,38.4,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,1977
1978,37.9,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,1978
1979,37.5,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,1979
1980,37.0,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,1980
1981,36.6,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,1981
1982,36.1,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,1982
1983,35.7,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,1983
1984,35.3,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,1984
1985,34.8,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,1985
1986,34.4,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,1986
1987,34.0,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,1987
1988,33.7,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,1988
1989,33.3,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,1989
1990,32.9,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,1990
1991,32.4,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,1991
1992,31.9,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,1992
1993,31.4,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,1993
1994,30.9,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,1994
1995,30.5,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,1995
1996,30.2,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,1996
1997,29.8,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,1997
1998,29.3,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,1998
1999,28.9,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,1999
2000,28.7,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,2000
2001,28.5,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,2001
2002,28.5,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,2002
2003,28.5,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,2003
2004,28.5,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,2004
2005,28.5,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,2005
2006,28.1,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,2006
2007,28.0,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,2007
2008,27.8,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,2008
2009,27.9,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,2009
2010,28.0,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,2010
2011,27.8,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,2011
2012,27.6,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,2012
2013,27.6,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,2013
2014,27.6,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,2014
2015,27.4,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,2015
2016,27.2,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,2016
2017,27.0,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,2017
2018,26.6,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,2018
2019,26.8,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,2019
2020,26.7,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,2020
2021,26.5,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,2021
2022,26.3,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,2022
2023,26.2,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,2023
2024,26.0,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,2024
2025,25.8,Estimations de population - Part des 0-24 ans - Loir-et-Cher,D41,1741272,2025
1975,39.9,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,1975
1976,39.5,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,1976
1977,39.2,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,1977
1978,38.8,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,1978
1979,38.5,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,1979
1980,38.2,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,1980
1981,37.9,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,1981
1982,37.7,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,1982
1983,37.7,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,1983
1984,37.4,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,1984
1985,37.1,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,1985
1986,36.9,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,1986
1987,36.6,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,1987
1988,36.3,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,1988
1989,35.9,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,1989
1990,35.5,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,1990
1991,35.1,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,1991
