periode,population,description,zone,id_serie,annee
1998,32.0,Estimations de population - Part des 0-24 ans - Bouches-du-Rhône,D13,1741244,1998
1999,31.8,Estimations de population - Part des 0-24 ans - Bouches-du-Rhône,D13,1741244,1999
2000,31.7,Estimations de population - Part des 0-24 ans - Bouches-du-Rhône,D13,1741244,2000
2001,31.7,Estimations de population - Part des 0-24 ans - Bouches-du-Rhône,D13,1741244,2001
2002,31.7,Estimations de population - Part des 0-24 ans - Bouches-du-Rhône,D13,1741244,2002
2003,31.6,Estimations de population - Part des 0-24 ans - Bouches-du-Rhône,D13,1741244,2003
2004,31.5,Estimations de population - Part des 0-24 ans - Bouches-du-Rhône,D13,1741244,2004
2005,31.5,Estimations de population - Part des 0-24 ans - Bouches-du-Rhône,D13,1741244,2005
2006,31.5,Estimations de population - Part des 0-24 ans - Bouches-du-Rhône,D13,1741244,2006
2007,31.4,Estimations de population - Part des 0-24 ans - Bouches-du-Rhône,D13,1741244,2007
2008,31.3,Estimations de population - Part des 0-24 ans - Bouches-du-Rhône,D13,1741244,2008
2009,31.1,Estimations de population - Part des 0-24 ans - Bouches-du-Rhône,D13,1741244,2009
2010,30.9,Estimations de population - Part des 0-24 ans - Bouches-du-Rhône,D13,1741244,2010
2011,30.8,Estimations de population - Part des 0-24 ans - Bouches-du-Rhône,D13,1741244,2011
2012,30.6,Estimations de population - Part des 0-24 ans - Bouches-du-Rhône,D13,1741244,2012
2013,30.6,Estimations de population - Part des 0-24 ans - Bouches-du-Rhône,D13,1741244,2013
2014,30.4,Estimations de population - Part des 0-24 ans - Bouches-du-Rhône,D13,1741244,2014
2015,30.2,Estimations de population - Part des 0-24 ans - Bouches-du-Rhône,D13,1741244,2015
2016,30.0,Estimations de population - Part des 0-24 ans - Bouches-du-Rhône,D13,1741244,2016
2017,29.8,Estimations de population - Part des 0-24 ans - Bouches-du-Rhône,D13,1741244,2017
2018,29.7,Estimations de population - Part des 0-24 ans - Bouches-du-Rhône,D13,1741244,2018
2019,29.6,Estimations de population - Part des 0-24 ans - Bouches-du-Rhône,D13,1741244,2019
2020,29.3,Estimations de population - Part des 0-24 ans - Bouches-du-Rhône,D13,1741244,2020
2021,29.2,Estimations de population - Part des 0-24 ans - Bouches-du-Rhône,D13,1741244,2021
2022,28.9,Estimations de population - Part des 0-24 ans - Bouches-du-Rhône,D13,1741244,2022
2023,28.7,Estimations de population - Part des 0-24 ans - Bouches-du-Rhône,D13,1741244,2023
2024,28.5,Estimations de population - Part des 0-24 ans - Bouches-du-Rhône,D13,1741244,2024
2025,28.1,Estimations de population - Part des 0-24 ans - Bouches-du-Rhône,D13,1741244,2025
1975,45.2,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,1975
1976,44.6,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,1976
1977,44.0,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,1977
1978,43.4,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,1978
1979,42.9,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,1979
1980,42.3,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,1980
1981,41.9,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,1981
1982,41.4,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,1982
1983,41.6,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,1983
1984,41.2,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,1984
1985,40.7,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,1985
1986,40.3,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,1986
1987,39.8,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,1987
1988,39.3,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,1988
1989,38.8,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,1989
1990,38.3,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,1990
1991,37.9,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,1991
1992,37.5,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,1992
1993,37.1,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,1993
1994,36.6,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,1994
1995,36.1,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,1995
1996,35.6,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,1996
1997,35.1,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,1997
1998,34.7,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,1998
1999,34.3,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,1999
2000,33.9,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,2000
2001,33.7,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,2001
2002,33.5,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,2002
2003,33.2,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,2003
2004,32.9,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,2004
2005,32.7,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,2005
2006,32.5,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,2006
2007,32.2,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,2007
2008,32.1,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,2008
2009,31.8,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,2009
2010,31.6,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,2010
2011,31.3,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,2011
2012,31.0,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,2012
2013,30.9,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,2013
2014,30.6,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,2014
2015,30.4,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,2015
2016,30.3,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,2016
2017,30.0,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,2017
2018,29.8,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,2018
2019,29.6,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,2019
2020,29.6,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,2020
2021,29.3,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,2021
2022,28.9,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,2022
2023,28.8,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,2023
2024,28.5,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,2024
2025,28.3,Estimations de population - Part des 0-24 ans - Calvados,D14,1741245,2025
1975,38.4,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,1975
1976,38.0,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,1976
1977,37.6,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,1977
1978,37.2,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,1978
1979,36.7,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,1979
1980,36.2,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,1980
1981,35.7,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,1981
1982,35.3,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,1982
1983,34.2,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,1983
1984,33.7,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,1984
1985,33.3,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,1985
1986,32.9,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,1986
1987,32.4,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,1987
1988,32.1,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,1988
1989,31.7,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,1989
1990,31.3,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,1990
1991,30.7,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,1991
1992,30.0,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,1992
1993,29.4,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,1993
1994,28.7,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,1994
1995,28.2,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,1995
1996,27.6,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,1996
1997,27.1,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,1997
1998,26.5,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,1998
1999,25.9,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,1999
2000,25.4,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,2000
2001,25.2,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,2001
2002,25.1,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,2002
2003,25.0,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,2003
2004,25.0,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,2004
2005,24.9,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,2005
2006,24.4,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,2006
2007,24.1,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,2007
2008,24.0,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,2008
2009,23.8,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,2009
2010,23.6,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,2010
2011,23.5,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,2011
2012,23.4,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,2012
2013,23.3,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,2013
2014,23.3,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,2014
2015,23.0,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,2015
2016,23.0,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,2016
2017,22.8,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,2017
2018,22.8,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,2018
2019,23.0,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,2019
2020,22.9,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,2020
2021,22.7,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,2021
2022,22.6,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,2022
2023,22.6,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,2023
2024,22.5,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,2024
2025,22.4,Estimations de population - Part des 0-24 ans - Cantal,D15,1741246,2025
1975,38.9,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,1975
1976,38.5,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,1976
1977,38.0,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,1977
1978,37.5,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,1978
1979,37.0,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,1979
1980,36.5,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,1980
1981,36.0,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,1981
1982,35.6,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,1982
1983,35.0,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,1983
1984,34.5,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,1984
1985,34.1,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,1985
1986,33.7,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,1986
1987,33.4,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,1987
1988,33.1,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,1988
1989,32.7,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,1989
1990,32.4,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,1990
1991,31.8,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,1991
1992,31.3,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,1992
1993,30.8,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,1993
1994,30.4,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,1994
1995,29.9,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,1995
1996,29.5,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,1996
1997,29.1,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,1997
1998,28.6,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,1998
1999,28.2,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,1999
2000,27.9,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,2000
2001,27.7,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,2001
2002,27.7,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,2002
2003,27.5,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,2003
2004,27.5,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,2004
2005,27.4,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,2005
2006,27.1,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,2006
2007,26.9,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,2007
2008,26.8,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,2008
2009,26.8,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,2009
2010,26.7,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,2010
2011,26.5,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,2011
2012,26.3,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,2012
2013,26.1,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,2013
2014,26.0,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,2014
2015,26.0,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,2015
2016,25.8,Estimations de population - Part des 0-24 ans - Charente,D16,1741247,2016
