periode,revenu,description,zone,id_serie,annee
2012,18214.0,Revenu disponible par unité de consommation : Médiane - Cantal,D15,1741913,2012
2013,18711.0,Revenu disponible par unité de consommation : Médiane - Cantal,D15,1741913,2013
2014,19030.0,Revenu disponible par unité de consommation : Médiane - Cantal,D15,1741913,2014
2015,19260.0,Revenu disponible par unité de consommation : Médiane - Cantal,D15,1741913,2015
2012,10059.0,Revenu disponible par unité de consommation : 1er décile - Dordogne,D24,1741415,2012
2013,10291.0,Revenu disponible par unité de consommation : 1er décile - Dordogne,D24,1741415,2013
2014,10336.0,Revenu disponible par unité de consommation : 1er décile - Dordogne,D24,1741415,2014
2015,10430.0,Revenu disponible par unité de consommation : 1er décile - Dordogne,D24,1741415,2015
2012,37111.0,Revenu disponible par unité de consommation : 9e décile - Gironde,D33,1741551,2012
2013,37189.0,Revenu disponible par unité de consommation : 9e décile - Gironde,D33,1741551,2013
2014,37494.0,Revenu disponible par unité de consommation : 9e décile - Gironde,D33,1741551,2014
2015,37246.0,Revenu disponible par unité de consommation : 9e décile - Gironde,D33,1741551,2015
2012,34799.0,Revenu disponible par unité de consommation : 9e décile - Hérault,D34,1741552,2012
2013,34780.0,Revenu disponible par unité de consommation : 9e décile - Hérault,D34,1741552,2013
2014,35143.0,Revenu disponible par unité de consommation : 9e décile - Hérault,D34,1741552,2014
2015,35576.0,Revenu disponible par unité de consommation : 9e décile - Hérault,D34,1741552,2015
2012,31228.0,Revenu disponible par unité de consommation : 9e décile - Indre,D36,1741554,2012
2013,31527.0,Revenu disponible par unité de consommation : 9e décile - Indre,D36,1741554,2013
2014,31480.0,Revenu disponible par unité de consommation : 9e décile - Indre,D36,1741554,2014
2015,31368.0,Revenu disponible par unité de consommation : 9e décile - Indre,D36,1741554,2015
2012,243585.0,Nombre total de ménages fiscaux - Ain,D01,1741557,2012
2013,245638.0,Nombre total de ménages fiscaux - Ain,D01,1741557,2013
2014,248252.0,Nombre total de ménages fiscaux - Ain,D01,1741557,2014
2015,251277.0,Nombre total de ménages fiscaux - Ain,D01,1741557,2015
2012,222044.0,Nombre total de ménages fiscaux - Aisne,D02,1741558,2012
2013,222055.0,Nombre total de ménages fiscaux - Aisne,D02,1741558,2013
2014,222630.0,Nombre total de ménages fiscaux - Aisne,D02,1741558,2014
2015,222328.0,Nombre total de ménages fiscaux - Aisne,D02,1741558,2015
2012,157846.0,Nombre total de ménages fiscaux - Allier,D03,1741559,2012
2013,157993.0,Nombre total de ménages fiscaux - Allier,D03,1741559,2013
2014,158166.0,Nombre total de ménages fiscaux - Allier,D03,1741559,2014
2015,158278.0,Nombre total de ménages fiscaux - Allier,D03,1741559,2015
2012,71051.0,Nombre total de ménages fiscaux - Alpes-de-Haute-Provence,D04,1741560,2012
2013,71306.0,Nombre total de ménages fiscaux - Alpes-de-Haute-Provence,D04,1741560,2013
2014,72804.0,Nombre total de ménages fiscaux - Alpes-de-Haute-Provence,D04,1741560,2014
2015,73764.0,Nombre total de ménages fiscaux - Alpes-de-Haute-Provence,D04,1741560,2015
2012,62107.0,Nombre total de ménages fiscaux - Hautes-Alpes,D05,1741561,2012
2013,62507.0,Nombre total de ménages fiscaux - Hautes-Alpes,D05,1741561,2013
2014,62861.0,Nombre total de ménages fiscaux - Hautes-Alpes,D05,1741561,2014
2015,63226.0,Nombre total de ménages fiscaux - Hautes-Alpes,D05,1741561,2015
2012,508766.0,Nombre total de ménages fiscaux - Alpes-Maritimes,D06,1741562,2012
2013,511512.0,Nombre total de ménages fiscaux - Alpes-Maritimes,D06,1741562,2013
2014,513626.0,Nombre total de ménages fiscaux - Alpes-Maritimes,D06,1741562,2014
2015,516353.0,Nombre total de ménages fiscaux - Alpes-Maritimes,D06,1741562,2015
2012,137631.0,Nombre total de ménages fiscaux - Ardèche,D07,1741563,2012
2013,138729.0,Nombre total de ménages fiscaux - Ardèche,D07,1741563,2013
2014,139035.0,Nombre total de ménages fiscaux - Ardèche,D07,1741563,2014
2015,140425.0,Nombre total de ménages fiscaux - Ardèche,D07,1741563,2015
2012,118409.0,Nombre total de ménages fiscaux - Ardennes,D08,1741564,2012
2013,118154.0,Nombre total de ménages fiscaux - Ardennes,D08,1741564,2013
2014,118237.0,Nombre total de ménages fiscaux - Ardennes,D08,1741564,2014
2015,118110.0,Nombre total de ménages fiscaux - Ardennes,D08,1741564,2015
2012,66980.0,Nombre total de ménages fiscaux - Ariège,D09,1741565,2012
2013,67189.0,Nombre total de ménages fiscaux - Ariège,D09,1741565,2013
2014,67488.0,Nombre total de ménages fiscaux - Ariège,D09,1741565,2014
2015,67686.0,Nombre total de ménages fiscaux - Ariège,D09,1741565,2015
2012,130242.0,Nombre total de ménages fiscaux - Aube,D10,1741566,2012
2013,130892.0,Nombre total de ménages fiscaux - Aube,D10,1741566,2013
2014,130978.0,Nombre total de ménages fiscaux - Aube,D10,1741566,2014
2015,131315.0,Nombre total de ménages fiscaux - Aube,D10,1741566,2015
2012,157970.0,Nombre total de ménages fiscaux - Aude,D11,1741567,2012
2013,159568.0,Nombre total de ménages fiscaux - Aude,D11,1741567,2013
2014,160845.0,Nombre total de ménages fiscaux - Aude,D11,1741567,2014
2015,161938.0,Nombre total de ménages fiscaux - Aude,D11,1741567,2015
2012,121837.0,Nombre total de ménages fiscaux - Aveyron,D12,1741568,2012
2013,122157.0,Nombre total de ménages fiscaux - Aveyron,D12,1741568,2013
2014,122450.0,Nombre total de ménages fiscaux - Aveyron,D12,1741568,2014
2015,122897.0,Nombre total de ménages fiscaux - Aveyron,D12,1741568,2015
2012,826782.0,Nombre total de ménages fiscaux - Bouches-du-Rhône,D13,1741569,2012
2013,832890.0,Nombre total de ménages fiscaux - Bouches-du-Rhône,D13,1741569,2013
2014,841195.0,Nombre total de ménages fiscaux - Bouches-du-Rhône,D13,1741569,2014
2015,846400.0,Nombre total de ménages fiscaux - Bouches-du-Rhône,D13,1741569,2015
2012,287444.0,Nombre total de ménages fiscaux - Calvados,D14,1741570,2012
2013,289248.0,Nombre total de ménages fiscaux - Calvados,D14,1741570,2013
2014,291471.0,Nombre total de ménages fiscaux - Calvados,D14,1741570,2014
2015,293108.0,Nombre total de ménages fiscaux - Calvados,D14,1741570,2015
2012,66514.0,Nombre total de ménages fiscaux - Cantal,D15,1741571,2012
2013,66447.0,Nombre total de ménages fiscaux - Cantal,D15,1741571,2013
2014,66310.0,Nombre total de ménages fiscaux - Cantal,D15,1741571,2014
2015,66426.0,Nombre total de ménages fiscaux - Cantal,D15,1741571,2015
2012,64077.0,Nombre total de ménages fiscaux - Haute-Corse,D2B,1741577,2012
2013,64766.0,Nombre total de ménages fiscaux - Haute-Corse,D2B,1741577,2013
2014,65617.0,Nombre total de ménages fiscaux - Haute-Corse,D2B,1741577,2014
2015,66588.0,Nombre total de ménages fiscaux - Haute-Corse,D2B,1741577,2015
2012,223270.0,Nombre total de ménages fiscaux - Côte-d'Or,D21,1741578,2012
2013,223907.0,Nombre total de ménages fiscaux - Côte-d'Or,D21,1741578,2013
2014,225228.0,Nombre total de ménages fiscaux - Côte-d'Or,D21,1741578,2014
2015,225438.0,Nombre total de ménages fiscaux - Côte-d'Or,D21,1741578,2015
2012,635684.0,Nombre total de ménages fiscaux - Gironde,D33,1741579,2012
2013,645178.0,Nombre total de ménages fiscaux - Gironde,D33,1741579,2013
2014,654527.0,Nombre total de ménages fiscaux - Gironde,D33,1741579,2014
2015,664559.0,Nombre total de ménages fiscaux - Gironde,D33,1741579,2015
2012,56025.0,Nombre total de ménages fiscaux - Creuse,D23,1741581,2012
2013,55917.0,Nombre total de ménages fiscaux - Creuse,D23,1741581,2013
2014,55749.0,Nombre total de ménages fiscaux - Creuse,D23,1741581,2014
2015,55472.0,Nombre total de ménages fiscaux - Creuse,D23,1741581,2015
2012,183874.0,Nombre total de ménages fiscaux - Dordogne,D24,1741582,2012
2013,184494.0,Nombre total de ménages fiscaux - Dordogne,D24,1741582,2013
2014,185291.0,Nombre total de ménages fiscaux - Dordogne,D24,1741582,2014
2015,185921.0,Nombre total de ménages fiscaux - Dordogne,D24,1741582,2015
2012,224327.0,Nombre total de ménages fiscaux - Doubs,D25,1741583,2012
2013,225600.0,Nombre total de ménages fiscaux - Doubs,D25,1741583,2013
2014,226009.0,Nombre total de ménages fiscaux - Doubs,D25,1741583,2014
2015,228092.0,Nombre total de ménages fiscaux - Doubs,D25,1741583,2015
2012,210192.0,Nombre total de ménages fiscaux - Drôme,D26,1741584,2012
2013,212457.0,Nombre total de ménages fiscaux - Drôme,D26,1741584,2013
2014,214504.0,Nombre total de ménages fiscaux - Drôme,D26,1741584,2014
2015,216580.0,Nombre total de ménages fiscaux - Drôme,D26,1741584,2015
2012,238969.0,Nombre total de ménages fiscaux - Eure,D27,1741585,2012
2013,240673.0,Nombre total de ménages fiscaux - Eure,D27,1741585,2013
2014,241790.0,Nombre total de ménages fiscaux - Eure,D27,1741585,2014
2015,243182.0,Nombre total de ménages fiscaux - Eure,D27,1741585,2015
2012,176855.0,Nombre total de ménages fiscaux - Eure-et-Loir,D28,1741586,2012
2013,177755.0,Nombre total de ménages fiscaux - Eure-et-Loir,D28,1741586,2013
2014,178002.0,Nombre total de ménages fiscaux - Eure-et-Loir,D28,1741586,2014
2015,178736.0,Nombre total de ménages fiscaux - Eure-et-Loir,D28,1741586,2015
2012,398470.0,Nombre total de ménages fiscaux - Finistère,D29,1741587,2012
2013,399909.0,Nombre total de ménages fiscaux - Finistère,D29,1741587,2013
2014,402006.0,Nombre total de ménages fiscaux - Finistère,D29,1741587,2014
2015,404199.0,Nombre total de ménages fiscaux - Finistère,D29,1741587,2015
2012,309538.0,Nombre total de ménages fiscaux - Gard,D30,1741588,2012
2013,312646.0,Nombre total de ménages fiscaux - Gard,D30,1741588,2013
2014,315112.0,Nombre total de ménages fiscaux - Gard,D30,1741588,2014
2015,316966.0,Nombre total de ménages fiscaux - Gard,D30,1741588,2015
2012,535644.0,Nombre total de ménages fiscaux - Haute-Garonne,D31,1741589,2012
2013,545131.0,Nombre total de ménages fiscaux - Haute-Garonne,D31,1741589,2013
2014,552828.0,Nombre total de ménages fiscaux - Haute-Garonne,D31,1741589,2014
2015,558999.0,Nombre total de ménages fiscaux - Haute-Garonne,D31,1741589,2015
2012,82271.0,Nombre total de ménages fiscaux - Gers,D32,1741590,2012
2013,82779.0,Nombre total de ménages fiscaux - Gers,D32,1741590,2013
2014,83774.0,Nombre total de ménages fiscaux - Gers,D32,1741590,2014
2015,84031.0,Nombre total de ménages fiscaux - Gers,D32,1741590,2015
2012,35318.0,Revenu disponible par unité de consommation : 9e décile - Indre-et-Loire,D37,1741591,2012
2013,35609.0,Revenu disponible par unité de consommation : 9e décile - Indre-et-Loire,D37,1741591,2013
2014,35797.0,Revenu disponible par unité de consommation : 9e décile - Indre-et-Loire,D37,1741591,2014
2015,35649.0,Revenu disponible par unité de consommation : 9e décile - Indre-et-Loire,D37,1741591,2015
2012,36703.0,Revenu disponible par unité de consommation : 9e décile - Isère,D38,1741592,2012
2013,36788.0,Revenu disponible par unité de consommation : 9e décile - Isère,D38,1741592,2013
2014,37129.0,Revenu disponible par unité de consommation : 9e décile - Isère,D38,1741592,2014
2015,37273.0,Revenu disponible par unité de consommation : 9e décile - Isère,D38,1741592,2015
2012,33308.0,Revenu disponible par unité de consommation : 9e décile - Nord,D59,1741613,2012
2013,33540.0,Revenu disponible par unité de consommation : 9e décile - Nord,D59,1741613,2013
2014,33903.0,Revenu disponible par unité de consommation : 9e décile - Nord,D59,1741613,2014
2015,34066.0,Revenu disponible par unité de consommation : 9e décile - Nord,D59,1741613,2015
2012,30714.0,Revenu disponible par unité de consommation : 9e décile - Orne,D61,1741615,2012
2013,30875.0,Revenu disponible par unité de consommation : 9e décile - Orne,D61,1741615,2013
2014,30991.0,Revenu disponible par unité de consommation : 9e décile - Orne,D61,1741615,2014
2015,31136.0,Revenu disponible par unité de consommation : 9e décile - Orne,D61,1741615,2015
2012,30166.0,Revenu disponible par unité de consommation : 9e décile - Pas-de-Calais,D62,1741616,2012
2013,30507.0,Revenu disponible par unité de consommation : 9e décile - Pas-de-Calais,D62,1741616,2013
2014,30805.0,Revenu disponible par unité de consommation : 9e décile - Pas-de-Calais,D62,1741616,2014
2015,31019.0,Revenu disponible par unité de consommation : 9e décile - Pas-de-Calais,D62,1741616,2015
2012,35728.0,Revenu disponible par unité de consommation : 9e décile - Puy-de-Dôme,D63,1741617,2012
2013,35942.0,Revenu disponible par unité de consommation : 9e décile - Puy-de-Dôme,D63,1741617,2013
2014,36272.0,Revenu disponible par unité de consommation : 9e décile - Puy-de-Dôme,D63,1741617,2014
2015,35874.0,Revenu disponible par unité de consommation : 9e décile - Puy-de-Dôme,D63,1741617,2015
2012,36851.0,Revenu disponible par unité de consommation : 9e décile - Pyrénées-Atlantiques,D64,1741618,2012
2013,36893.0,Revenu disponible par unité de consommation : 9e décile - Pyrénées-Atlantiques,D64,1741618,2013
2014,37098.0,Revenu disponible par unité de consommation : 9e décile - Pyrénées-Atlantiques,D64,1741618,2014
2015,36716.0,Revenu disponible par unité de consommation : 9e décile - Pyrénées-Atlantiques,D64,1741618,2015
2012,32508.0,Revenu disponible par unité de consommation : 9e décile - Hautes-Pyrénées,D65,1741619,2012
2013,32739.0,Revenu disponible par unité de consommation : 9e décile - Hautes-Pyrénées,D65,1741619,2013
2014,32767.0,Revenu disponible par unité de consommation : 9e décile - Hautes-Pyrénées,D65,1741619,2014
2015,32534.0,Revenu disponible par unité de consommation : 9e décile - Hautes-Pyrénées,D65,1741619,2015
2012,31908.0,Revenu disponible par unité de consommation : 9e décile - Pyrénées-Orientales,D66,1741620,2012
2013,32050.0,Revenu disponible par unité de consommation : 9e décile - Pyrénées-Orientales,D66,1741620,2013
2014,32208.0,Revenu disponible par unité de consommation : 9e décile - Pyrénées-Orientales,D66,1741620,2014
2015,32670.0,Revenu disponible par unité de consommation : 9e décile - Pyrénées-Orientales,D66,1741620,2015
2012,38223.0,Revenu disponible par unité de consommation : 9e décile - Bas-Rhin,D67,1741621,2012
2013,38121.0,Revenu disponible par unité de consommation : 9e décile - Bas-Rhin,D67,1741621,2013
2014,38423.0,Revenu disponible par unité de consommation : 9e décile - Bas-Rhin,D67,1741621,2014
2015,37748.0,Revenu disponible par unité de consommation : 9e décile - Bas-Rhin,D67,1741621,2015
2012,41268.0,Revenu disponible par unité de consommation : 9e décile - Haut-Rhin,D68,1741622,2012
2013,40989.0,Revenu disponible par unité de consommation : 9e décile - Haut-Rhin,D68,1741622,2013
2014,41432.0,Revenu disponible par unité de consommation : 9e décile - Haut-Rhin,D68,1741622,2014
2015,41669.0,Revenu disponible par unité de consommation : 9e décile - Haut-Rhin,D68,1741622,2015
2012,39989.0,Revenu disponible par unité de consommation : 9e décile - Rhône,D69,1741623,2012
2013,39962.0,Revenu disponible par unité de consommation : 9e décile - Rhône,D69,1741623,2013
2014,40335.0,Revenu disponible par unité de consommation : 9e décile - Rhône,D69,1741623,2014
2015,40630.0,Revenu disponible par unité de consommation : 9e décile - Rhône,D69,1741623,2015
2012,467534.0,Nombre total de ménages fiscaux - Hérault,D34,1741624,2012
2013,475687.0,Nombre total de ménages fiscaux - Hérault,D34,1741624,2013
2014,482029.0,Nombre total de ménages fiscaux - Hérault,D34,1741624,2014
2015,486477.0,Nombre total de ménages fiscaux - Hérault,D34,1741624,2015
2012,414611.0,Nombre total de ménages fiscaux - Ille-et-Vilaine,D35,1741625,2012
2013,419197.0,Nombre total de ménages fiscaux - Ille-et-Vilaine,D35,1741625,2013
2014,424292.0,Nombre total de ménages fiscaux - Ille-et-Vilaine,D35,1741625,2014
2015,428781.0,Nombre total de ménages fiscaux - Ille-et-Vilaine,D35,1741625,2015
2012,103721.0,Nombre total de ménages fiscaux - Indre,D36,1741626,2012
2013,103524.0,Nombre total de ménages fiscaux - Indre,D36,1741626,2013
2014,102960.0,Nombre total de ménages fiscaux - Indre,D36,1741626,2014
2015,102762.0,Nombre total de ménages fiscaux - Indre,D36,1741626,2015
2012,255881.0,Nombre total de ménages fiscaux - Indre-et-Loire,D37,1741627,2012
2013,257369.0,Nombre total de ménages fiscaux - Indre-et-Loire,D37,1741627,2013
2014,259117.0,Nombre total de ménages fiscaux - Indre-et-Loire,D37,1741627,2014
2015,261535.0,Nombre total de ménages fiscaux - Indre-et-Loire,D37,1741627,2015
2012,499665.0,Nombre total de ménages fiscaux - Isère,D38,1741628,2012
2013,504191.0,Nombre total de ménages fiscaux - Isère,D38,1741628,2013
2014,508808.0,Nombre total de ménages fiscaux - Isère,D38,1741628,2014
2015,512465.0,Nombre total de ménages fiscaux - Isère,D38,1741628,2015
2012,319268.0,Nombre total de ménages fiscaux - Loire,D42,1741632,2012
2013,320336.0,Nombre total de ménages fiscaux - Loire,D42,1741632,2013
2014,320789.0,Nombre total de ménages fiscaux - Loire,D42,1741632,2014
2015,322513.0,Nombre total de ménages fiscaux - Loire,D42,1741632,2015
2012,33939.0,Revenu disponible par unité de consommation : 9e décile - Gers,D32,1741550,2012
2013,34042.0,Revenu disponible par unité de consommation : 9e décile - Gers,D32,1741550,2013
2014,33978.0,Revenu disponible par unité de consommation : 9e décile - Gers,D32,1741550,2014
2015,33797.0,Revenu disponible par unité de consommation : 9e décile - Gers,D32,1741550,2015
2012,154305.0,Nombre total de ménages fiscaux - Charente,D16,1741572,2012
2013,154494.0,Nombre total de ménages fiscaux - Charente,D16,1741572,2013
2014,154980.0,Nombre total de ménages fiscaux - Charente,D16,1741572,2014
2015,155186.0,Nombre total de ménages fiscaux - Charente,D16,1741572,2015
2012,284583.0,Nombre total de ménages fiscaux - Charente-Maritime,D17,1741573,2012
2013,287543.0,Nombre total de ménages fiscaux - Charente-Maritime,D17,1741573,2013
2014,289839.0,Nombre total de ménages fiscaux - Charente-Maritime,D17,1741573,2014
2015,292488.0,Nombre total de ménages fiscaux - Charente-Maritime,D17,1741573,2015
2012,138743.0,Nombre total de ménages fiscaux - Cher,D18,1741574,2012
2013,138617.0,Nombre total de ménages fiscaux - Cher,D18,1741574,2013
2014,138516.0,Nombre total de ménages fiscaux - Cher,D18,1741574,2014
2015,138296.0,Nombre total de ménages fiscaux - Cher,D18,1741574,2015
2012,108335.0,Nombre total de ménages fiscaux - Corrèze,D19,1741575,2012
2013,108403.0,Nombre total de ménages fiscaux - Corrèze,D19,1741575,2013
2014,108554.0,Nombre total de ménages fiscaux - Corrèze,D19,1741575,2014
2015,108592.0,Nombre total de ménages fiscaux - Corrèze,D19,1741575,2015
2012,56235.0,Nombre total de ménages fiscaux - Corse-du-Sud,D2A,1741576,2012
2013,56961.0,Nombre total de ménages fiscaux - Corse-du-Sud,D2A,1741576,2013
2014,56794.0,Nombre total de ménages fiscaux - Corse-du-Sud,D2A,1741576,2014
2015,57206.0,Nombre total de ménages fiscaux - Corse-du-Sud,D2A,1741576,2015
2012,262370.0,Nombre total de ménages fiscaux - Côtes-d'Armor,D22,1741580,2012
2013,263924.0,Nombre total de ménages fiscaux - Côtes-d'Armor,D22,1741580,2013
2014,264854.0,Nombre total de ménages fiscaux - Côtes-d'Armor,D22,1741580,2014
2015,266194.0,Nombre total de ménages fiscaux - Côtes-d'Armor,D22,1741580,2015
2012,96269.0,Nombre total de ménages fiscaux - Haute-Loire,D43,1741633,2012
2013,97883.0,Nombre total de ménages fiscaux - Haute-Loire,D43,1741633,2013
2014,98477.0,Nombre total de ménages fiscaux - Haute-Loire,D43,1741633,2014
2015,98848.0,Nombre total de ménages fiscaux - Haute-Loire,D43,1741633,2015
2012,552951.0,Nombre total de ménages fiscaux - Loire-Atlantique,D44,1741634,2012
2013,560014.0,Nombre total de ménages fiscaux - Loire-Atlantique,D44,1741634,2013
2014,568775.0,Nombre total de ménages fiscaux - Loire-Atlantique,D44,1741634,2014
2015,576113.0,Nombre total de ménages fiscaux - Loire-Atlantique,D44,1741634,2015
2012,276889.0,Nombre total de ménages fiscaux - Loiret,D45,1741635,2012
2013,279093.0,Nombre total de ménages fiscaux - Loiret,D45,1741635,2013
2014,280779.0,Nombre total de ménages fiscaux - Loiret,D45,1741635,2014
2015,282045.0,Nombre total de ménages fiscaux - Loiret,D45,1741635,2015
2012,1023498.0,Nombre total de ménages fiscaux - Nord,D59,1741649,2012
2013,1027576.0,Nombre total de ménages fiscaux - Nord,D59,1741649,2013
2014,1033325.0,Nombre total de ménages fiscaux - Nord,D59,1741649,2014
2015,1037543.0,Nombre total de ménages fiscaux - Nord,D59,1741649,2015
2012,315348.0,Nombre total de ménages fiscaux - Oise,D60,1741650,2012
2013,317276.0,Nombre total de ménages fiscaux - Oise,D60,1741650,2013
2014,319763.0,Nombre total de ménages fiscaux - Oise,D60,1741650,2014
2015,321647.0,Nombre total de ménages fiscaux - Oise,D60,1741650,2015
2012,124333.0,Nombre total de ménages fiscaux - Orne,D61,1741651,2012
2013,124366.0,Nombre total de ménages fiscaux - Orne,D61,1741651,2013
2014,124277.0,Nombre total de ménages fiscaux - Orne,D61,1741651,2014
2015,123979.0,Nombre total de ménages fiscaux - Orne,D61,1741651,2015
2012,33225.0,Revenu disponible par unité de consommation : 9e décile - Vaucluse,D84,1741674,2012
2013,33304.0,Revenu disponible par unité de consommation : 9e décile - Vaucluse,D84,1741674,2013
2014,33612.0,Revenu disponible par unité de consommation : 9e décile - Vaucluse,D84,1741674,2014
2015,34061.0,Revenu disponible par unité de consommation : 9e décile - Vaucluse,D84,1741674,2015
2012,33559.0,Revenu disponible par unité de consommation : 9e décile - Vienne,D86,1741676,2012
2013,33785.0,Revenu disponible par unité de consommation : 9e décile - Vienne,D86,1741676,2013
2014,33893.0,Revenu disponible par unité de consommation : 9e décile - Vienne,D86,1741676,2014
2015,33670.0,Revenu disponible par unité de consommation : 9e décile - Vienne,D86,1741676,2015
2012,33445.0,Revenu disponible par unité de consommation : 9e décile - Haute-Vienne,D87,1741677,2012
2013,33612.0,Revenu disponible par unité de consommation : 9e décile - Haute-Vienne,D87,1741677,2013
2014,33878.0,Revenu disponible par unité de consommation : 9e décile - Haute-Vienne,D87,1741677,2014
2015,33906.0,Revenu disponible par unité de consommation : 9e décile - Haute-Vienne,D87,1741677,2015
2012,31396.0,Revenu disponible par unité de consommation : 9e décile - Vosges,D88,1741678,2012
2013,31676.0,Revenu disponible par unité de consommation : 9e décile - Vosges,D88,1741678,2013
2014,31958.0,Revenu disponible par unité de consommation : 9e décile - Vosges,D88,1741678,2014
2015,31753.0,Revenu disponible par unité de consommation : 9e décile - Vosges,D88,1741678,2015
2012,32986.0,Revenu disponible par unité de consommation : 9e décile - Yonne,D89,1741679,2012
2013,33354.0,Revenu disponible par unité de consommation : 9e décile - Yonne,D89,1741679,2013
2014,33278.0,Revenu disponible par unité de consommation : 9e décile - Yonne,D89,1741679,2014
2015,33071.0,Revenu disponible par unité de consommation : 9e décile - Yonne,D89,1741679,2015
2012,34883.0,Revenu disponible par unité de consommation : 9e décile - Territoire de Belfort,D90,1741680,2012
2013,35019.0,Revenu disponible par unité de consommation : 9e décile - Territoire de Belfort,D90,1741680,2013
2014,35502.0,Revenu disponible par unité de consommation : 9e décile - Territoire de Belfort,D90,1741680,2014
2015,36351.0,Revenu disponible par unité de consommation : 9e décile - Territoire de Belfort,D90,1741680,2015
2012,40553.0,Revenu disponible par unité de consommation : 9e décile - Essonne,D91,1741681,2012
2013,40584.0,Revenu disponible par unité de consommation : 9e décile - Essonne,D91,1741681,2013
2014,40852.0,Revenu disponible par unité de consommation : 9e décile - Essonne,D91,1741681,2014
2015,40645.0,Revenu disponible par unité de consommation : 9e décile - Essonne,D91,1741681,2015
2012,55419.0,Revenu disponible par unité de consommation : 9e décile - Hauts-de-Seine,D92,1741682,2012
2013,55323.0,Revenu disponible par unité de consommation : 9e décile - Hauts-de-Seine,D92,1741682,2013
2014,56019.0,Revenu disponible par unité de consommation : 9e décile - Hauts-de-Seine,D92,1741682,2014
2015,56363.0,Revenu disponible par unité de consommation : 9e décile - Hauts-de-Seine,D92,1741682,2015
2012,32204.0,Revenu disponible par unité de consommation : 9e décile - Seine-Saint-Denis,D93,1741683,2012
2013,32269.0,Revenu disponible par unité de consommation : 9e décile - Seine-Saint-Denis,D93,1741683,2013
2014,32432.0,Revenu disponible par unité de consommation : 9e décile - Seine-Saint-Denis,D93,1741683,2014
2015,32401.0,Revenu disponible par unité de consommation : 9e décile - Seine-Saint-Denis,D93,1741683,2015
2012,42382.0,Revenu disponible par unité de consommation : 9e décile - Val-de-Marne,D94,1741684,2012
2013,42298.0,Revenu disponible par unité de consommation : 9e décile - Val-de-Marne,D94,1741684,2013
2014,42652.0,Revenu disponible par unité de consommation : 9e décile - Val-de-Marne,D94,1741684,2014
2015,42558.0,Revenu disponible par unité de consommation : 9e décile - Val-de-Marne,D94,1741684,2015
2012,37653.0,Revenu disponible par unité de consommation : 9e décile - Val-d'Oise,D95,1741685,2012
2013,37740.0,Revenu disponible par unité de consommation : 9e décile - Val-d'Oise,D95,1741685,2013
2014,38051.0,Revenu disponible par unité de consommation : 9e décile - Val-d'Oise,D95,1741685,2014
2015,37824.0,Revenu disponible par unité de consommation : 9e décile - Val-d'Oise,D95,1741685,2015
2012,101824.0,Nombre total de ménages fiscaux - Haute-Saône,D70,1741693,2012
2013,101836.0,Nombre total de ménages fiscaux - Haute-Saône,D70,1741693,2013
2014,101783.0,Nombre total de ménages fiscaux - Haute-Saône,D70,1741693,2014
2015,102309.0,Nombre total de ménages fiscaux - Haute-Saône,D70,1741693,2015
2012,244341.0,Nombre total de ménages fiscaux - Saône-et-Loire,D71,1741694,2012
2013,244739.0,Nombre total de ménages fiscaux - Saône-et-Loire,D71,1741694,2013
2014,245362.0,Nombre total de ménages fiscaux - Saône-et-Loire,D71,1741694,2014
2015,245286.0,Nombre total de ménages fiscaux - Saône-et-Loire,D71,1741694,2015
2012,239174.0,Nombre total de ménages fiscaux - Sarthe,D72,1741695,2012
2013,240135.0,Nombre total de ménages fiscaux - Sarthe,D72,1741695,2013
2014,240369.0,Nombre total de ménages fiscaux - Sarthe,D72,1741695,2014
2015,240800.0,Nombre total de ménages fiscaux - Sarthe,D72,1741695,2015
2012,180358.0,Nombre total de ménages fiscaux - Savoie,D73,1741696,2012
2013,182042.0,Nombre total de ménages fiscaux - Savoie,D73,1741696,2013
2014,183834.0,Nombre total de ménages fiscaux - Savoie,D73,1741696,2014
2015,185458.0,Nombre total de ménages fiscaux - Savoie,D73,1741696,2015
2012,317486.0,Nombre total de ménages fiscaux - Haute-Savoie,D74,1741697,2012
2013,322891.0,Nombre total de ménages fiscaux - Haute-Savoie,D74,1741697,2013
2014,327498.0,Nombre total de ménages fiscaux - Haute-Savoie,D74,1741697,2014
2015,331859.0,Nombre total de ménages fiscaux - Haute-Savoie,D74,1741697,2015
2012,1043141.0,Nombre total de ménages fiscaux - Paris,D75,1741698,2012
2013,1038789.0,Nombre total de ménages fiscaux - Paris,D75,1741698,2013
2014,1036464.0,Nombre total de ménages fiscaux - Paris,D75,1741698,2014
2015,1030953.0,Nombre total de ménages fiscaux - Paris,D75,1741698,2015
2012,522186.0,Nombre total de ménages fiscaux - Seine-Maritime,D76,1741699,2012
2013,523139.0,Nombre total de ménages fiscaux - Seine-Maritime,D76,1741699,2013
2014,525723.0,Nombre total de ménages fiscaux - Seine-Maritime,D76,1741699,2014
2015,527668.0,Nombre total de ménages fiscaux - Seine-Maritime,D76,1741699,2015
2012,513471.0,Nombre total de ménages fiscaux - Seine-et-Marne,D77,1741700,2012
2013,518419.0,Nombre total de ménages fiscaux - Seine-et-Marne,D77,1741700,2013
2014,523897.0,Nombre total de ménages fiscaux - Seine-et-Marne,D77,1741700,2014
